,CustomerID,AveMonthSpend,BikeBuyer,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age,Children
2722,13894,54,1,,Robyn,I,Ruiz,,4612 Merriewood Drive,,Bremerton,Washington,United States,98312,391-555-0185,1969-02-25,Graduate Degree,Professional,F,M,1,0,0,5,102200,29,2+
2723,13895,51,1,,Isabella,,Brooks,,9471 Shell Dr.,,Bremerton,Washington,United States,98312,421-555-0139,1969-12-25,Graduate Degree,Professional,F,S,1,0,0,5,98621,29,2+
2724,13896,49,1,,Hailey,,Mitchell,,4082 Nightingale Drive,,Burien,Washington,United States,98168,502-555-0123,1969-10-10,Graduate Degree,Professional,F,S,1,0,0,5,99977,29,2+
2725,13897,84,0,,Carol,K,Washington,,89 River Ash Court,,Burien,Washington,United States,98168,116-555-0141,1969-11-24,Graduate Degree,Professional,M,M,1,0,0,5,115098,29,2+
2726,13898,76,1,,Richard,,Baker,,108 Lakeside Court,,Corvallis,Oregon,United States,97330,273-555-0115,1969-10-11,Graduate Degree,Professional,M,S,1,0,0,5,115677,29,2+
2727,13900,154,1,,Isaac,,Campbell,,614 Shepberry Court,,Olympia,Washington,United States,98501,496-555-0172,1969-04-13,Graduate Degree,Professional,M,M,0,2,5,5,113792,29,2+
2728,13901,163,1,,Oscar,L,Foster,,5938 Greenwood Circle,,W. Linn,Oregon,United States,97068,296-555-0171,1969-10-21,Graduate Degree,Professional,M,M,0,2,5,5,120086,29,2+
2729,13902,158,1,,Jeremiah,,Simmons,,3725 Odin Dr.,,Concord,California,United States,94519,113-555-0178,1969-03-18,Graduate Degree,Professional,M,M,1,3,5,5,112393,29,2+
2730,13903,82,0,,Elijah,,Hernandez,,7198 Alvecedo,,El Cajon,California,United States,92020,160-555-0144,1969-11-27,Graduate Degree,Professional,M,S,1,0,0,2,139128,29,2+
2731,13904,57,0,,Natalie,J,Thompson,,5500 Grammercy Lane,,Imperial Beach,California,United States,91932,196-555-0112,1969-03-09,Graduate Degree,Professional,F,M,1,0,0,2,121685,29,2+
2732,13905,87,0,,Christian,,Henderson,,8192 Pine Creek Way,,La Jolla,California,United States,92806,819-555-0144,1969-03-07,Graduate Degree,Professional,M,M,1,0,0,3,150910,29,2+
2733,13906,47,0,,Courtney,L,Evans,,5086 Filling Ave.,,Olympia,Washington,United States,98501,295-555-0110,1965-06-25,Bachelors ,Professional,F,S,0,1,0,0,63115,33,2+
2734,13907,76,0,,Misty,L,Xie,,9286 Military East,,Bremerton,Washington,United States,98312,146-555-0168,1965-02-22,Bachelors ,Skilled Manual,F,S,1,1,3,3,100022,33,2+
2735,13908,75,1,,Alyssa,,Diaz,,6922 Estudello,,Cliffside,British Columbia,Canada,V8Y 1L1,506-555-0145,1965-07-20,Bachelors ,Skilled Manual,F,S,0,1,3,3,97202,33,2+
2736,13909,71,1,,Riley,R,Price,,9778 Concord Royale,,Haney,British Columbia,Canada,V2W 1W2,246-555-0191,1965-01-21,Bachelors ,Skilled Manual,F,S,1,1,3,3,92561,33,2+
2737,13910,77,1,,Isabelle,,Butler,,2462 Clearbrook Drive,,Sedro Woolley,Washington,United States,98284,187-555-0132,1965-03-09,Bachelors ,Skilled Manual,F,S,1,2,3,3,99972,33,2+
2738,13911,77,1,,Andrea,,Kelly,,5976 Gumwood,,Seattle,Washington,United States,98104,656-555-0167,1965-05-26,Bachelors ,Skilled Manual,F,S,1,2,3,3,111349,33,2+
2739,13912,79,0,,Caroline,,Simmons,,4698 Endriss,,Coronado,California,United States,92118,355-555-0110,1965-03-20,Bachelors ,Skilled Manual,F,S,1,3,3,3,98505,33,2+
2740,13913,84,1,,Angela,,Rogers,,7065 Rock Creek Way,,Berkeley,California,United States,94704,997-555-0117,1965-09-18,Bachelors ,Skilled Manual,F,S,1,1,4,4,115172,33,2+
2741,13914,49,0,,Abigail,,Bell,,7985 Center Street,,Chula Vista,California,United States,91910,599-555-0155,1964-10-23,Bachelors ,Professional,F,M,0,1,0,0,48892,34,2+
2742,13915,78,1,,Allison,M,King,,4620 Kane Circle,,Glendale,California,United States,91203,199-555-0195,1964-10-21,Bachelors ,Skilled Manual,F,S,1,2,4,4,57352,34,2+
2743,13916,108,1,,Eduardo,I,Ward,,9478 Rheem Dr.,,Westminster,British Columbia,Canada,V3L 1H4,969-555-0186,1964-11-28,Bachelors ,Skilled Manual,M,S,0,2,4,4,51606,34,2+
2744,13917,118,1,,Samuel,W,Allen,,3221 Mt. Washington Way,,Novato,California,United States,94947,636-555-0112,1964-02-17,Bachelors ,Skilled Manual,M,S,0,2,4,4,60875,34,2+
2745,13918,124,1,,Armando,F,Blanco,,4064 Regina Lane,,Burnaby,British Columbia,Canada,V3J 6Z3,783-555-0163,1964-07-05,Bachelors ,Skilled Manual,M,S,1,3,4,4,66302,34,2+
2746,13920,59,1,,Amanda,A,Rogers,,217 Ram Circle,,Sooke,British Columbia,Canada,V0,965-555-0154,1964-03-21,Bachelors ,Skilled Manual,F,S,1,2,2,4,51125,34,2+
2747,13921,115,1,,Joseph,,Jones,,5666 Hazelnut Lane,,Concord,California,United States,94519,754-555-0194,1963-05-11,Bachelors ,Professional,M,M,1,2,2,4,94140,35,2+
2748,13922,111,1,,Jackson,A,Foster,,4405 Grant Street,,Salem,Oregon,United States,97301,735-555-0115,1963-05-07,Bachelors ,Professional,M,M,1,2,2,4,104567,35,2+
2749,13923,73,0,,Steven,H,Howard,,1546 Cinnabar St.,,Grossmont,California,United States,91941,544-555-0167,1968-03-25,Bachelors ,Professional,M,S,0,1,0,0,97105,30,2+
2750,13924,54,1,,Hannah,,Hall,,1562 Petarct,,San Diego,California,United States,92102,762-555-0116,1968-03-13,Bachelors ,Professional,F,S,1,1,0,0,94993,30,2+
2751,13925,78,1,,Wyatt,A,Barnes,,1211 Sherry Circle,,Redwood City,California,United States,94063,358-555-0164,1963-10-12,Bachelors ,Professional,M,S,1,1,0,0,106720,35,2+
2752,13926,76,1,,Dalton,E,Hill,,1679 V. Street,,Ballard,Washington,United States,98107,626-555-0195,1963-07-24,Bachelors ,Professional,M,S,0,1,0,0,92328,35,2+
2753,13927,76,1,,Gabriel,M,Gonzales,,220 N Ridgewood Drive,,Bellflower,California,United States,90706,622-555-0136,1963-12-08,Bachelors ,Professional,M,S,0,1,0,0,106330,35,2+
2754,13928,112,1,,Nathaniel,K,Morris,,2117 Mt Whitney,,Tacoma,Washington,United States,98403,134-555-0146,1963-07-22,Graduate Degree,Professional,M,M,1,0,2,3,104936,35,2+
2755,13929,98,1,,Robert,M,Hayes,,9620 Fallbrook Road,,Lake Oswego,Oregon,United States,97034,117-555-0135,1962-03-06,High School,Skilled Manual,M,S,1,2,2,3,61643,36,2+
2756,13931,84,0,,Luke,,Hernandez,,5749 Elkwood Dr.,,Redmond,Washington,United States,98052,367-555-0120,1962-07-05,Partial College,Skilled Manual,M,M,1,1,0,1,102648,36,1
2757,13933,56,0,,Isabella,F,Richardson,,7413 Alpine Drive,,Torrance,California,United States,90505,910-555-0166,1961-06-12,Partial College,Skilled Manual,F,M,1,1,0,1,68889,37,1
2758,13934,94,0,,Luis,,Young,,7245 Freya Way,,Issaquah,Washington,United States,98027,831-555-0128,1960-04-19,High School,Skilled Manual,M,M,1,2,2,4,37748,38,2+
2759,13935,56,0,,Kimberly,L,Sanchez,,4678 Cardinal Dr.,,Oakland,California,United States,94611,111-555-0123,1960-12-24,High School,Skilled Manual,F,M,1,2,2,4,33709,38,2+
2760,13936,79,0,,Nathan,L,Wilson,,1099 C Street,,Langley,British Columbia,Canada,V3A 4R2,604-555-0191,1967-07-12,Partial College,Skilled Manual,M,M,0,1,0,0,92544,31,2+
2761,13937,49,1,,Victoria,,Ware,,6353 Dan Ysidro Court,,Milwaukie,Oregon,United States,97222,630-555-0131,1967-09-24,Partial College,Skilled Manual,F,S,1,1,0,0,66763,31,2+
2762,13938,86,0,,Alejandro,J,Cai,,6905 Camino Ricardo,,Bellflower,California,United States,90706,991-555-0152,1967-08-07,Graduate Degree,Professional,M,M,0,1,0,0,121159,31,2+
2763,13939,81,1,,Eduardo,,Ramirez,,352 Margo Dr.,,Burbank,California,United States,91502,552-555-0158,1967-03-20,Graduate Degree,Professional,M,S,0,1,0,0,126340,31,2+
2764,13940,50,1,,Emma,L,Simmons,,5386 Salvio St.,,Long Beach,California,United States,90802,129-555-0131,1967-08-17,Graduate Degree,Professional,F,S,0,1,0,0,84568,31,2+
2765,13941,49,0,,Brittany,,Hayes,,8833 San Gabriel Dr,,Port Hammond,British Columbia,Canada,V6B 3P7,651-555-0169,1960-11-28,Partial College,Skilled Manual,F,M,1,1,0,1,73756,38,1
2766,13942,81,0,,Seth,V,Long,,3761 N. 14th St,,Downey,California,United States,90241,752-555-0163,1960-04-08,Partial College,Skilled Manual,M,M,1,1,0,1,84102,38,1
2767,13943,51,0,,Kelly,,Bryant,,9037 Saddlehill Lane,,Los Angeles,California,United States,90012,863-555-0114,1960-10-03,Partial College,Skilled Manual,F,M,1,1,0,1,65947,38,1
2768,13944,85,0,,Andrew,A,Moore,,3241 Brock Lane,,Newton,British Columbia,Canada,V2M1S6,199-555-0147,1960-08-01,Partial College,Skilled Manual,M,M,1,1,0,1,106987,38,1
2769,13945,48,0,,Yolanda,,Luo,,105 Woodruff Ln.,,Bellingham,Washington,United States,98225,943-555-0155,1960-08-14,Partial College,Skilled Manual,F,M,1,1,0,1,77179,38,1
2770,13946,125,1,,Jason,L,Powell,,6344 Dartmouth Way,,Portland,Oregon,United States,97205,881-555-0188,1959-07-26,Bachelors ,Professional,M,M,1,0,3,4,112941,39,2+
2771,13947,52,0,,Megan,W,Hughes,,7469 Paraiso Ct.,,Oregon City,Oregon,United States,97045,148-555-0186,1959-11-15,Graduate Degree,Professional,F,M,1,1,0,1,100966,39,1
2772,13948,57,1,,Susan,A,Ma,,4401 Keller Ridge Dr.,,Berkeley,California,United States,94704,423-555-0117,1959-03-01,Graduate Degree,Professional,F,S,1,0,0,2,131787,39,2+
2773,13949,87,0,,Dwayne,R,Ramos,,9836 Hanson Lane,,Berkeley,California,United States,94704,851-555-0139,1959-09-13,Graduate Degree,Professional,M,M,1,0,0,2,144197,39,2+
2774,13951,62,0,,Dylan,C,Hughes,,1268 Holiday Hills Drive,,Spokane,Washington,United States,99202,798-555-0137,1929-10-06,Graduate Degree,Management,M,S,1,1,0,1,113620,69,1
2775,13952,89,0,,Franklin,L,Ye,,1796 Westbury Dr.,,Melton,Victoria,Australia,3337,1 (11) 500 555-0139,1969-07-09,Graduate Degree,Management,M,M,1,0,0,1,160333,29,1
2776,13954,114,1,,Eddie,T,Ramos,,6093 Midway Ct.,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0156,1968-03-23,Bachelors ,Professional,M,M,1,1,2,2,102064,30,2+
2777,13955,90,0,,Andres,E,Raji,,8595 Central Avenue,# 228,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0160,1970-02-08,Bachelors ,Professional,M,M,1,0,0,2,130910,28,2+
2778,13957,61,1,,Meredith,,Munoz,,5592 Eagle Peak Ave.,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0122,1967-11-28,Bachelors ,Professional,F,S,1,1,2,2,77521,31,2+
2779,13958,97,1,,Diane,,Martin,,3534 Marvelle Ln.,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0157,1967-10-15,Bachelors ,Professional,F,M,1,3,5,5,86069,31,2+
2780,13959,54,0,,Ebony,,Carlson,,1387 Dias Circle,,Melton,Victoria,Australia,3337,1 (11) 500 555-0113,1969-05-23,Graduate Degree,Management,F,M,1,0,0,1,162650,29,1
2781,13961,105,1,,Shawna,P,Raji,,2850 D Bel Air Dr,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0184,1966-05-08,Graduate Degree,Management,F,M,1,3,5,5,98601,32,2+
2782,13962,102,0,,Dawn,B,Li,,1931 Eagle Way,,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0115,1966-05-09,Graduate Degree,Management,F,M,1,3,5,5,108553,32,2+
2783,13963,111,0,,Veronica,,Patel,,3909 Lavetta Way,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0111,1966-11-28,Graduate Degree,Management,F,M,1,3,5,5,116114,32,2+
2784,13964,55,1,,Jasmine,,Lewis,,9679 Shakespeare Dr.,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0185,1966-02-18,Bachelors ,Professional,F,S,0,0,0,0,114183,32,2+
2785,13965,87,0,,Barry,R,Sara,,8826 D Anchor,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0114,1966-02-26,Bachelors ,Professional,M,M,1,0,0,0,124662,32,2+
2786,13967,114,1,,Glenn,A,Zhang,,3877 Edward Ave.,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0152,1965-01-23,Bachelors ,Professional,M,S,1,1,3,3,106604,33,2+
2787,13968,75,1,,Lydia,L,Sai,,5033 Kentucky Dr.,,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0176,1965-04-25,Bachelors ,Professional,F,S,0,1,3,3,80464,33,2+
2788,13969,79,0,,Roy,J,Martinez,,4645 Mehaffey Way,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0169,1968-02-11,Bachelors ,Professional,M,S,0,1,0,0,118609,30,2+
2789,13970,72,0,,Pedro,F,Rana,,3824 Birch Bark Rd,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0115,1968-04-17,Bachelors ,Professional,M,S,0,1,0,0,100691,30,2+
2790,13971,48,1,,Bianca,,Zhao,,4348 Lilac Circle,#6,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0184,1968-06-07,Bachelors ,Professional,F,S,1,1,0,0,88733,30,2+
2791,13972,77,0,,Eugene,,Liang,,2067 Black Point Pl,,Perth,South Australia,Australia,6006,1 (11) 500 555-0194,1965-04-02,Bachelors ,Professional,M,S,0,1,0,0,101709,33,2+
2792,13973,78,1,,Bethany,L,Shan,,8751 Upland Dr.,,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0162,1964-06-02,Bachelors ,Professional,F,S,1,2,3,3,84555,34,2+
2793,13974,84,1,,Tina,S,Chandra,,3783 Dartmouth Way,,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0115,1964-09-25,Bachelors ,Professional,F,M,1,2,4,4,85758,34,2+
2794,13975,133,1,,Johnny,,Raje,,3224 Pome Court,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0169,1964-03-27,Bachelors ,Professional,M,S,1,2,4,4,108992,34,2+
2795,13976,84,0,,Emmanuel,,Smith,,7224 Grant St.,,Bremerton,Washington,United States,98312,876-555-0114,1968-05-16,Bachelors ,Management,M,M,1,2,0,2,130455,30,2+
2796,13977,56,0,,Alexandra,R,Brown,,5627 Tanager Road,,Issaquah,Washington,United States,98027,678-555-0195,1968-01-19,Bachelors ,Management,F,M,1,3,0,2,103497,30,2+
2797,13978,53,0,,Zoe,,Peterson,,5328 Reading Dr,,Renton,Washington,United States,98055,212-555-0147,1968-05-11,Bachelors ,Management,F,M,1,3,0,3,106229,30,2+
2798,13979,43,0,,Chloe,W,Jenkins,,3775 Hilltop Dr.,,Puyallup,Washington,United States,98371,419-555-0111,1979-04-03,High School,Skilled Manual,F,S,0,2,0,0,33929,19,2+
2799,13980,39,1,,Margaret,R,Liu,,5927 Diokmo Ct.,,Beverly Hills,California,United States,90210,154-555-0120,1979-09-18,Partial College,Skilled Manual,F,S,1,1,0,0,41008,19,2+
2800,13981,31,0,,Joy,,Carlson,,6791 Creekside Drive,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0149,1944-06-12,High School,Skilled Manual,F,M,0,3,0,5,13177,54,2+
2801,13982,62,0,,Clarence,E,Chander,,6647 Revision Dr,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0165,1944-03-21,High School,Skilled Manual,M,M,1,2,0,3,14853,54,2+
2802,13983,62,0,,Logan,H,Collins,,6431 Adobe Dr.,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0191,1944-06-05,High School,Skilled Manual,M,M,1,2,0,4,23823,54,2+
2803,13984,72,0,,Adrian,C,Richardson,,3930 Sony Hill Circle,,San Diego,California,United States,92102,408-555-0120,1979-03-08,Partial College,Skilled Manual,M,S,0,1,0,0,92848,19,2+
2804,13985,52,0,,Alexis,A,Wood,,8248 N. Ranchford Court,,Spring Valley,California,United States,91977,889-555-0140,1979-04-24,Partial College,Skilled Manual,F,M,0,1,0,0,69655,19,2+
2805,13986,52,0,,Chloe,R,Anderson,,3118 Creekside Drive,,Spring Valley,California,United States,91977,913-555-0176,1979-10-25,Partial College,Skilled Manual,F,M,1,2,0,0,69454,19,2+
2806,13987,66,1,,Eduardo,,Collins,,2100 Linton Terr,,Langley,British Columbia,Canada,V3A 4R2,100-555-0124,1978-11-05,High School,Skilled Manual,M,S,0,2,0,0,55920,20,2+
2807,13988,61,0,,Miguel,S,White,,1597 Vista Del Sol,,Newton,British Columbia,Canada,V2M1P1,621-555-0134,1978-11-10,Partial High School,Clerical,M,S,1,2,0,0,32521,20,2+
2808,13989,42,0,,Chloe,A,Bradley,,1720 Medburn St,,Burien,Washington,United States,98168,651-555-0113,1978-01-17,Partial College,Skilled Manual,F,S,1,1,0,0,50565,20,2+
2809,13990,43,0,,Stephanie,A,Wood,,4619 Ricardo Drive,# 233,Salem,Oregon,United States,97301,560-555-0193,1978-03-26,Partial College,Skilled Manual,F,S,0,1,0,0,46426,20,2+
2810,13991,71,0,,Jack,L,Hayes,,4510 Ten Penny Lane,,Sedro Woolley,Washington,United States,98284,534-555-0131,1978-03-08,Partial College,Skilled Manual,M,M,1,1,0,0,53178,20,2+
2811,13992,66,1,,Gregory,,Xie,,5055 Quiz St.,,Burlingame,California,United States,94010,560-555-0183,1978-06-06,Partial College,Skilled Manual,M,S,0,2,0,0,86015,20,2+
2812,13993,72,1,,Zachary,R,Patterson,,7814 New Court,,Burlingame,California,United States,94010,149-555-0161,1978-08-24,Partial College,Skilled Manual,M,M,1,2,0,0,90455,20,2+
2813,13994,68,0,,Isaac,M,Cook,,7760 Woodbury Pl.,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0155,1946-07-17,Partial College,Clerical,M,M,0,2,0,2,57619,52,2+
2814,13995,40,0,,Michele,,Black,,8202 Lion Circle,,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0190,1947-06-10,High School,Skilled Manual,F,M,0,2,0,4,22714,51,2+
2815,13996,45,0,,Marie,,Perez,,2441 Heavenly Drive,,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0159,1947-09-08,High School,Skilled Manual,F,M,1,2,0,4,25480,51,2+
2816,13997,45,0,,Raquel,W,Hernandez,,9768 Brandywine Way,,Perth,South Australia,Australia,6006,1 (11) 500 555-0173,1947-05-24,Partial College,Clerical,F,M,0,2,0,2,44555,51,2+
2817,13998,78,0,,Ethan,M,Martin,,1479 Pine Creek Way,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0136,1948-10-23,Partial High School,Clerical,M,M,1,2,1,2,29852,50,2+
2818,13999,81,0,,Elijah,A,Gonzales,,8815 Wildberry Court,,Oakland,California,United States,94611,447-555-0164,1978-08-17,Partial College,Skilled Manual,M,M,1,2,0,0,98816,20,2+
2819,14000,66,0,,Terry,,Sharma,,6209 Willow Drive,,Beaverton,Oregon,United States,97005,148-555-0148,1977-04-26,Partial High School,Clerical,M,S,0,2,0,0,43947,21,2+
2820,14001,65,0,,Hunter,,Hill,,3132 Liana Lane,,Beaverton,Oregon,United States,97005,889-555-0142,1977-07-26,Partial High School,Clerical,M,S,0,2,0,0,53403,21,2+
2821,14002,42,0,,Jacqueline,,Reed,,8051 Reality Dr.,,Burien,Washington,United States,98168,406-555-0129,1977-10-27,Partial College,Skilled Manual,F,S,1,1,0,0,43226,21,2+
2822,14003,59,0,,Angel,,Ramirez,,9064 Silverado Dr.,,Portland,Oregon,United States,97205,488-555-0166,1977-10-05,Partial College,Skilled Manual,M,S,0,1,0,0,44300,21,2+
2823,14004,49,0,,Caitlin,,Kelly,,5936 Second Ave,,Daly City,California,United States,94015,904-555-0116,1977-04-13,Partial College,Skilled Manual,F,M,1,2,0,0,71307,21,2+
2824,14005,77,0,,Noah,J,Hughes,,5990 Curletto Drive,,Redwood City,California,United States,94063,811-555-0150,1977-05-13,Partial College,Skilled Manual,M,M,0,2,0,0,85099,21,2+
2825,14008,50,0,,Karen,F,Liu,,3283 Terra Granda,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0146,1949-07-14,Partial High School,Clerical,F,M,1,2,1,2,22950,49,2+
2826,14009,52,0,,Brandy,P,Prasad,,8176 Pena,,Seaford,Victoria,Australia,3198,1 (11) 500 555-0129,1949-09-05,Partial High School,Clerical,F,M,1,2,1,2,20866,49,2+
2827,14010,74,0,,Thomas,,Moore,,658 Pecan Street,,Melton,Victoria,Australia,3337,1 (11) 500 555-0152,1950-08-05,Partial College,Clerical,M,M,0,2,0,3,58357,48,2+
2828,14012,78,0,,Eddie,T,Vazquez,,6142 Kentucky Drive,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0137,1950-02-12,Bachelors ,Management,M,M,1,2,0,2,72653,48,2+
2829,14013,71,0,,Jimmy,V,Blanco,,8519 Crivello Ave.,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0173,1951-08-11,High School,Skilled Manual,M,M,1,2,0,3,56359,47,2+
2830,14014,48,0,,Leslie,T,Serrano,,5252 Santa Fe,,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0160,1951-09-27,High School,Skilled Manual,F,M,0,2,0,3,53680,47,2+
2831,14015,73,0,,Kurt,R,Lal,,2538 Stafford Ave,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0171,1951-04-19,High School,Skilled Manual,M,M,1,2,0,3,45164,47,2+
2832,14016,71,0,Ms.,Mary,R.,Sandidge,,9390 Janin Pl.,,Milsons Point,New South Wales,Australia,2061,113-555-0100,1951-01-14,High School,Skilled Manual,M,M,0,2,0,3,53696,47,2+
2833,14017,47,0,,Chloe,C,Rodriguez,,7806 Reliez Valley Ct.,,San Diego,California,United States,92102,325-555-0134,1980-11-22,Partial College,Skilled Manual,F,S,0,2,0,0,68074,18,2+
2834,14018,47,0,,Nina,,Rai,,6453 Coldwater Drive,,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0163,1952-01-02,High School,Skilled Manual,F,M,1,2,0,3,42143,46,2+
2835,14019,40,0,,Kathleen,,Romero,,3651 Willow Lake Rd,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0113,1952-07-21,High School,Skilled Manual,F,M,1,2,0,3,38307,46,2+
2836,14020,55,1,,Kristine,A,Dominguez,,8761 Dancing Court,,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0184,1954-06-20,Partial College,Skilled Manual,F,S,0,2,0,2,92105,44,2+
2837,14021,41,1,,Michelle,,Richardson,,2676 Santa Fe Street,,Kirkland,Washington,United States,98033,590-555-0195,1975-11-02,Partial College,Skilled Manual,F,S,1,2,0,0,40208,23,2+
2838,14022,47,0,,Taylor,,Lee,,7413 Flora Ave.,,Marysville,Washington,United States,98270,626-555-0118,1975-06-05,High School,Skilled Manual,F,S,1,2,0,0,56335,23,2+
2839,14023,44,1,,Beth,J,Carlson,,2444 Piedmont,,Concord,California,United States,94519,237-555-0170,1975-10-15,High School,Skilled Manual,F,S,1,2,0,0,45599,23,2+
2840,14024,45,0,,Hannah,,Moore,,923 Hill Drive,,Oakland,California,United States,94611,141-555-0124,1975-12-23,Partial College,Skilled Manual,F,S,0,2,0,0,66889,23,2+
2841,14025,72,0,,Robert,,Alexander,,4286 NE 3rd Court,,Seattle,Washington,United States,98104,318-555-0116,1974-03-18,High School,Skilled Manual,M,M,1,2,0,0,52996,24,2+
2842,14026,41,0,,Chloe,E,Butler,,2574 Napa,,Renton,Washington,United States,98055,685-555-0116,1974-05-01,High School,Skilled Manual,F,S,1,2,0,0,26711,24,2+
2843,14027,79,0,,Carlos,M,Perez,,281 Wesley Court,,Tacoma,Washington,United States,98403,547-555-0191,1973-05-13,Partial College,Professional,M,M,0,2,0,0,86596,25,2+
2844,14028,46,1,,Patricia,,Srini,,3035 Blackfield Dr.,,Bellingham,Washington,United States,98225,894-555-0142,1973-07-12,Partial College,Professional,F,S,0,2,0,0,75949,25,2+
2845,14029,51,1,,Christina,,Morris,,6680 Brookdale Dr.,,Lake Oswego,Oregon,United States,97034,193-555-0194,1976-08-22,Partial College,Professional,F,M,1,2,0,0,70860,22,2+
2846,14030,72,1,,Lawrence,M,Sanz,,3841 Turner Dr.,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0161,1955-10-21,High School,Skilled Manual,M,S,0,2,0,2,107387,43,2+
2847,14031,86,0,,Ruben,,Suarez,,2837 Hacienda Drive,,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0115,1955-02-17,High School,Skilled Manual,M,M,1,2,0,2,114715,43,2+
2848,14032,71,0,,Arthur,L,Chandra,,1874 Orchid Ct,,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0196,1956-01-07,High School,Skilled Manual,M,M,0,2,0,2,80168,42,2+
2849,14033,50,0,,Melinda,J,Torres,,2895 Churchill Dr,,Findon,South Australia,Australia,5023,1 (11) 500 555-0126,1957-02-19,High School,Professional,F,S,0,2,0,2,90680,41,2+
2850,14034,99,0,,Dennis,,Liang,,3155 Meadowbrook Court,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0172,1958-04-08,Graduate Degree,Management,M,S,0,2,1,1,182537,40,1
2851,14035,77,1,,Hunter,,Hughes,,7669 Willow Lake Rd,,Imperial Beach,California,United States,91932,693-555-0168,1973-08-02,Bachelors ,Management,M,S,1,1,0,0,115141,25,2+
2852,14036,52,0,,Amanda,T,Torres,,6329 El Rancho Drive,,Oregon City,Oregon,United States,97045,159-555-0111,1974-06-27,Partial College,Professional,F,M,1,2,0,0,73622,24,2+
2853,14037,51,0,,Lydia,,Sara,,5613 East Narrows Drive,,Berkeley,California,United States,94704,183-555-0132,1974-04-22,Partial College,Professional,F,M,1,2,0,0,87703,24,2+
2854,14038,70,1,,Madison,,Foster,,5890 Yosemite Circle,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0146,1959-11-22,Graduate Degree,Management,F,M,1,3,1,1,151900,39,1
2855,14039,88,1,,Nathan,,Wang,,7070 East Avenue,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0166,1959-09-19,Graduate Degree,Management,M,S,0,3,0,0,181787,39,2+
2856,14040,48,0,,Stephanie,S,Morris,,2062 Dos Encinas,,El Cajon,California,United States,92020,979-555-0161,1957-05-12,Partial High School,Skilled Manual,F,S,0,2,0,2,82182,41,2+
2857,14041,47,1,,Danielle,,Bell,,8092 West Las Vegas,,Westminster,British Columbia,Canada,V3L 1E7,390-555-0199,1957-04-03,Partial High School,Skilled Manual,F,S,1,2,0,2,82355,41,2+
2858,14042,51,0,,Stephanie,R,Adams,,6516 Pine Tree Drive,,Yakima,Washington,United States,98901,492-555-0112,1957-01-01,High School,Professional,F,M,0,2,0,2,78259,41,2+
2859,14043,44,0,,Mary,,Gonzalez,,4373 Sherry Circle,,Portland,Oregon,United States,97205,385-555-0161,1957-02-28,High School,Professional,F,S,1,2,0,2,69832,41,2+
2860,14044,97,0,,Thomas,M,Wright,,2924 Michigan Blvd.,,Oakland,California,United States,94611,545-555-0114,1957-07-14,Partial College,Professional,M,M,1,0,1,2,88358,41,2+
